text,Label_binary,translated_text
"दंगाई मस्त, पुलिस पस्त!  देखिए #Dangal @sardanarohit के साथ, शाम 5 बजे, सिर्फ आजतक पर",0,"Rioters are happy, police are defeated!  Watch #Dangal with @sardanarohit at 5 PM only on Aaj Tak"
"एक भाई जो ओबीसी से है,  लगातार आरक्षण के खिलाफ पोस्ट डाल रहा था,  थोड़ा तर्क वितर्क किया तो अब सारी पोस्ट डिलीट कर चुका है।  @Anjupra7743",0,"A brother, who is from OBC, was continuously posting posts against reservation, after some argument, he has now deleted all the posts.  @Anjupra7743"
सुनो..  दो किनारों के   मध्य   मौन के बीच   गायत्री मन्त्र सा #शुद्ध सात्विक   चन्दन की सुगंध सा   तेरा निरंतर मुझमें  बहना ही प्रेम है!!  #हिन्दी_शब्द  #शब्दनिधि  #शुद्ध,0,सुनो..  दो किनारों के   मध्य   मौन के बीच   गायत्री मन्त्र सा #शुद्ध सात्विक   चन्दन की सुगंध सा   तेरा निरंतर मुझमें  बहना ही प्रेम है!!  #Hindi_Word #WordTreasury #Pure
"#इस्कॉन की रथ यात्रा में मुख्य अतिथि होंगी #TMC सांसद नुसरत जहां, कहा- ‘मैं धर्मनिरपेक्ष थी, हूं और रहूंगी’",0,"#TMC MP Nusrat Jahan will be the chief guest in ISKCON's Rath Yatra, said- 'I was, am and will remain secular'"
ऐसा अगर हिंदुओं ने किसी मकबरे पर किया होता तो तू ही रंडी जोर जोर से चिल्लाती आर एस एस वालों ने बजरंग दल वालों ने किया   और सूअर की औलाद दें तुझे शरारती तत्व देखने लगे हराम की जनी,1,"If Hindus had done this on any tomb, then you whore would have screamed loudly. RSS people, Bajrang Dal people did this and gave birth to pigs, they started seeing mischievous elements in you, mother of bastard."
"8june 7 pm noida, जल वाले बाबा के सान्निध्य में श्री गौरव कृष्ण जी महाराज की भागवत कथा में नोएडा में भाग लिया.. @BJP4Delhi",0,"8june 7 pm noida, participated in the Bhagwat Katha of Shri Gaurav Krishna Ji Maharaj in the company of Jalwale Baba in Noida.. @BJP4Delhi."
इंशिता आजाद ने नीट की परीक्षा में आँल इंडिया स्तर पर 187 वां Sc कैटगरी मे देशभर में तीसरा रैंक हासिल किया जब कि नीट में 720 में 673 अंक हासिल किया आरक्षण के विरोधियों मुँहतोङ जवाब दिया बहुजन बहन मेरी ओर से ढेरों शुभकामनाऐ !!  #जय_भीम_नमो_बुद्धयेजी,0,"Inshita Azad secured third rank in the country in 187th Sc category at All India level in NEET exam, whereas in NEET she scored 673 marks out of 720. She gave a befitting reply to the opponents of reservation. Bahujan sister, many best wishes from me!!  #Jai_Bhim_Namo_Buddhayeji"
पहले : गोदी मीडिया दलाल है   अब   : गोदी मीडिया दलाल है,1,Before: Godi Media Pimp Hai Now: Godi Media Pimp Hai
Yadav mam advo ki hatya karne wala agar bach jaye tau kanoon nahi bach na chahiye,1,"Yadav mam did not want to kill Advo if he could escape, he should not escape from the law."
इस बार आषाढ़ महीने की गुप्त नवरात्रि 03 जुलाई से आरम्भ हो रही है.,0,This time the Gupt Navratri of Ashadh month is starting from 3rd July.
"How डरा हुआ मुसलमान is under #Modi regime?    Shahid, the gang leader, his wife (whose identity was not revealed by police), Ramjaani and Sufiyan were arrested in Greater Noida for Stealing Over 100 Cars In Noida.",0,"How डरा हुआ मुसलमान is under #Modi regime?    Shahid, the gang leader, his wife (whose identity was not revealed by police), Ramjaani and Sufiyan were arrested in Greater Noida for Stealing Over 100 Cars In Noida."
अरे मेरे भाई आपको कोई भूल हुई है #अफ़जाल_अंसारी साहब आतंकवादी नहीं है और #प्रज्ञा_ठाकुर #भगवाआतंकी घोषित है और उन्होंने कोई हमले नहीं कराए हैं #अफ़जाल_अंसारी ने,0,"Hey my brother, you have made a mistake. #Afzal_Ansari sir is not a terrorist and #Pragya_Thakur is declared a #saffron terrorist and she has not carried out any attacks. #Afzal_Ansari"
"जनमत स्वीकार, हार स्वीकार,  संघर्ष के लिए हम फिर तैयार,  चलते रहेंगे हौसलों के साथ जनमत स्वीकार, हार स्वीकार,संघर्ष के लिए हम फिर तैयार,चलते रहेंगे हौसलों के साथ …",0,"Accepting public opinion, accepting defeat, we are again ready for struggle, will keep moving forward with courage Accepting public opinion, accepting defeat, we are again ready for struggle, will continue moving forward with courage…"
"कहा है Zee हिदुस्तान वाला दलाल चैनल जो AN-32 विमान एलियम के कब्जे में दिखा रहा था??    विमान खोने पे रोहित, सुधीर, अंजना और रुबिका ने एक भी ट्वीट करके सरकार से सवाल नही किया? लेकिन?    विमान का पता लगने पे इसे मोदी का मास्टरस्ट्रोक बताकर दंगल, DNA जरूर करेंगे बेशर्म पत्तलकार गण।",1,"Where is Zee Hindustan's broker channel which was showing AN-32 aircraft in possession of Allium??    On losing the plane, Rohit, Sudhir, Anjana and Rubika did not question the government by posting a single tweet? But?    If the plane is detected, the shameless Pattalkar gang will definitely create a riot by calling it Modi's masterstroke."
शिव सेना मुम्बई छोड़ के UP मे राम मंदिर बनवाने आई थी? BJP के साथ तमाशा भी किया?    फिर दोनो हर बार की तरह एक हो गए? लेकिन मुम्बई मे हर साल बारिश की समस्या नही सुलझा पा रहे है।    कूड़ो का ढेर बन जाता है मुम्बई बारिश के बात लेकिन क्या दिक्कत है नेहरू है न?उनको जिम्मेदार ठहरा देंगे।,1,"Did Shiv Sena leave Mumbai and come to UP to build Ram temple? Did you create drama with BJP also?    Then both of them became one like every time? But we are not able to solve the problem of rain every year in Mumbai.    Mumbai turns into a heap of garbage because of rain, but what is the problem, isn't it Nehru? We will hold him responsible."
This world is full of bakchods whose daily diet is to read and share some really meaningful quotes. They don't care applying them. #भोसड़ीके #LifeFacts,1,This world is full of bakchods whose daily diet is to read and share some really meaningful quotes. They don't care applying them. #भोसड़ीके #LifeFacts
समस्या तुम जैसे मादरचोद ढोंगी 'पंडे' पुजारी है। जो मंदिर में मूर्ति तोड़ने से चुप्पी साधते है।    ढोंगी मादरचोद प्रमोद,1,The problem is motherfuckers like you are hypocritical 'Pandey' priests. Those who remain silent about breaking the idol in the temple.    Pretentious motherfucker Pramod
मादरचोद पाकिस्तानियों हराम की चीज चाहिए हराम का सेमीफाइनल पूछोगे मां के लोड़े लड़ पाते नहीं हो,1,"Motherfuckers, Pakistanis, want something forbidden, semi-final of forbidden things, you will ask, can't your mother's dicks fight?"
क्या मोदी जी के पास हर मुद्दे को राजनीति तड़का देने मे महारथ हांसिल है?    मैं कांग्रेस नही मै विपक्ष नही जो ख़ामोश हो जाऊंगा मैं एक पत्रकार हूं और मैं हमेशा सरकार से सवाल करता रहूंगा।    देखिए सर @abhisar_sharma  का शानदार एपिसोड     देखे और RT अवश्य करे,0,"Does Modi ji have the expertise to give political flavor to every issue?    I am not Congress, I am not the opposition who will become silent, I am a journalist and I will always keep questioning the government.    Watch the wonderful episode of sir @abhisar_sharma and do RT."
"मैं प्रतीक सिंह s/o मुकुट सिंह निवासी चन्दौसी जिला सम्भल,    यदि आने वाले कुछ दिनों में मेरी हत्या होती है , तो उसका जिम्मेदार  1. चुन्नीलाल s/o देवीराम  Hn- A 13,14 दीनदयाल नगर (साईं मंदिर के सामने)MDA, मुरादाबाद, थाना-सिविल लाइन    @dgpup @adgzonebareilly @sambhalpolice @PMOIndia",1,"I Prateek Singh s/o Mukut Singh resident of Chandausi District Sambhal, if I am murdered in the coming few days, then the person responsible for it will be 1. Chunnilal s/o Deviram Hn- A 13,14 Deendayal Nagar (opposite Sai Temple)MDA, Moradabad, Police Station-Civil Line @dgpup @adgzonebareilly @sambhalpolice @PMOIndia"
https://youtu.be/gm683M9Ej_M  people can find how 'dare hue Muslims' are making violence more and more prevelent. Here only 50 current incidents are mentioned.... I truly hate seculars and liberals more than Muslims. I don't care for the responses.,1,https://youtu.be/gm683M9Ej_M  people can find how 'dare hue Muslims' are making violence more and more prevelent. Here only 50 current incidents are mentioned.... I truly hate seculars and liberals more than Muslims. I don't care for the responses.
डॉ श्यामा प्रसाद मुखर्जी ने अपने जीवन में जो कार्य किए वो उस समय से बहुत आगे के थे। उन्हीं के प्रयासों से ही आज पश्चिम बंगाल और कश्मीर भारत के अभिन्न अंग हैं। देश डॉ श्यामा प्रसाद मुखर्जी के बलिदान को सदैव स्मरण करता रहेगा - श्री @JPNadda   @ManojTiwariMP,0,The work done by Dr. Shyama Prasad Mukherjee in his life was far ahead of his time. It is due to his efforts that today West Bengal and Kashmir are integral parts of India. The country will always remember the sacrifice of Dr. Shyama Prasad Mukherjee - Shri @JPNadda @ManojTiwariMP
धोनी से ज्यादा तो बुल्ला गांड़ फाड़ देता है..    अगला मैच बुल्ला खेलेगा ,1,Bulla tears ass more than Dhoni. Bulla will play the next match.
झांसी की रानी वीरांगना #लक्ष्मीबाई जी पुण्यतिथि पर शत शत नमन। ,0,"Hundreds of salutes to the queen of Jhansi, #Lakshmibai ji on her death anniversary."
"बालाकोट में “रात” को कितने “मोबाइल” चल रहे थे, ये हमारी “सरकार” को पता था, लेकिन “3” दिन से अपने ही देश में एक “हवाई जहाज़” नहीं ढूँढ पाये.",1,"Our “government” knew how many “mobiles” were operating in Balakot “at night”, but they could not find an “airplane” in their own country for “3” days."
"स्व-अस्तित्व से विमुख होकर जो भी उपलब्धि हासिल की जाए , वो वास्तविक दृष्टिगोचर होते हुए भी केवल आभासी और औचित्यहीन होती है ...    ~ © #Shailabh   #TheFearlessWriter    #Shayari #Hindi #poetry #inspiration #quote #hindiquotes #शब्द #शब्दनिधि #शब्दशक्ति #हिंदी_शब्द @YourQuoteApp",0,Any achievement achieved by turning away from self-existence is only virtual and unjustified even though it is real visible... ~ © #Shailabh #TheFearlessWriter #Shayari #Hindi #poetry #inspiration #quote #hindiquotes #shabd #shabdnidhi #shabdshakti #hindi_shabd @YourQuoteApp
साल बदला लेकिन नहीं बदली मुंबई की तस्वीर   सुनिए इस पर क्या कहना है महाराष्ट्र की बीजेपी प्रवक्ता का  Live: http://bit.ly/at_liveTV    #हल्ला_बोल @anjanaomkashyap के साथ,0,The year has changed but the picture of Mumbai has not changed. Listen to what Maharashtra BJP spokesperson has to say on this Live: http://bit.ly/at_liveTV #Halla_Bol with @anjanaomkashyap
"देश में मोदी, दिल्ली में भाजपा  तभी बनेगी बात  दिल्ली चले मोदी के साथ...",0,"Modi in the country, BJP in Delhi, only then things will be resolved. Go to Delhi with Modi..."
भारत को इस साल सितंबर तक राफेल लड़ाकू विमान मिल जाएंगे,0,India will get Rafale fighter aircraft by September this year
Yadav ji...aapke priya chacha Ramgopal kahte the ki....Ramlal Naik ko....mahamahim kahne mein sarm aati hai....aur aapko aaj enki yaad aa gae....pahle apne karm bhi dekh lete....,0,Yadav ji...your beloved uncle Ramgopal....Ramlal Naik....I feel proud in saying Mahamahim....and I will remember you today....first check your actions too....
कटु सत्य  #कुत्ते पर बनी फिल्म '#तेरी_मेहरबानियाँ' सुपर हिट हो गई !    लेकिन सबसे मजबूत नेता #मोदी पर बनी फिल्म #फ्लॉप हो गई!   #शर्मनाक      @BaBoo_sAhAb_                   @aasmakhan_khan,0,Bitter Truth: The film based on dog '#Teri_Meherbaniyaan' became a super hit!    But the film made on the strongest leader #Modi #flopped!   #Shameful @BaBoo_sAhAb_ @aasmakhan_khan
"मुंबई के स्कूल-दफ्तर कल खुलेंगे या नहीं ?  मुंबई की लोकल ट्रेन कल टाइम से चलेगी ?  मुंबई में आज आफत, कल मिलेगी राहत ?  मुंबई की बारिश को किसने बनाया जानलेवा ?    बारिश, बदहाली और बीएमसी...  19 कहानियों में देखिए मुंबई का 'कल'   @ZeeNews 6:30PM",0,"Will Mumbai's schools and offices open tomorrow or not?  Will Mumbai's local train run on time tomorrow?  Trouble in Mumbai today, will there be relief tomorrow?  Who made Mumbai's rain deadly?    Rain, misery and BMC... see Mumbai's 'tomorrow' in 19 stories @ZeeNews 6:30PM"
तेरे सब्र की भी कोई मिसाल ही नहीं है    ऐ मुसलमान     लबों पर प्यास की शिद्दत है और    हाँथों में #वज़ू का पानी है !    #जी__हा     #Ramadan,0,"There is no example of your patience, O Muslim, there is intense thirst on the lips and there is water for ablution in the hands.    #Yes__Ha #Ramadan"
Aap ke sarkar the to aaye din comment karate the ab enako kanun vyavastha dikhaye nahe de rahe dhritrastra hain dum dabakar rajya bhavan me baithe hain.,0,"Your government should comment today and show that the same law and order will remain in force, you will sit in Dabar Rajya Bhavan."
वैश्या दलाल तुम्हें तबरेज अंसारी पर तो कुछ नहीं सूझा क्योंकि वह मरने वाला मुसलमान था अब यहां पर दिल्ली का दिल तालिबानी दिख रहा है तुमको तुम जैसे रंडी पत्रकार के ही कारण लोकतंत्र खतरे में हो गया है,1,"Prostitute broker, you did not think anything about Tabrez Ansari because he was a dying Muslim. Now here you see the heart of Delhi being Taliban. Democracy is in danger because of a whore journalist like you."
दोस्तों अपना कपड़ा भले ही थोड़ा सस्ता खरीद लेना लेकिन इस बार किसी एक गरीब को ईद में नए कपड़े जरूर दिला देना।     #एक_गुजारिश,0,"Friends, even if you buy your clothes a little cheaper, this time definitely give new clothes to a poor person on Eid.     #one_request"
इ है मुंबई नगरिया...  देखिये #हल्ला_बोल @anjanaomkashyap के साथ शाम 6 बजे,0,This is Mumbai Nagariya... Watch #Halla_Bol with @anjanaomkashyap at 6 pm
मुल्ले मादरचोद होते है   ये जहन मे रख लो   #TempleTerrorAttack,1,Keep this in mind that mullahs are motherfuckers #TempleTerrorAttack
आदरणीय राष्ट्रीय अध्यक्ष जी से विनम्र निवेदन है आप सड़कों पर उतरने का आदेश दीजिए हम लोग आंदोलन करेंगे अब बर्दाश्त से बाहर है अब महासंग्राम होगा अध्यक्ष जी आप आदेश करिए,0,"It is a humble request to the respected National President, please give orders to take to the streets, we will protest, now this is unbearable, now there will be a great struggle, President, please order."
कुत्तों को भी यही वार करना चाहिए।   #कुत्ते,0,Dogs should also be attacked in the same manner.   #dogs
Ghar ka mukhya kharab hai to sadasya to kharab rahenge hi,0,The head of the house is bad till sadasya and will remain bad.
"दिल्ली के दिल में 'तालिबानी' सोच ?     पार्किंग के झगड़े में मंदिर पर निशाना क्यों ?     झारखंड पर आक्रोश, दिल्ली पर खामोश ?     देखिए, #सीधासवाल शाम 5 बजे, @RubikaLiyaquat के साथ",0,"'Taliban' thinking in the heart of Delhi?     Why is the temple targeted in the parking dispute?     Anger on Jharkhand, silent on Delhi?     Watch #Seedhasawal at 5PM with @RubikaLiyaquat"
"वर्ल्ड कप 2019: इंग्लैंड पर नाकआउट पंच लगाना चाहेगा भारत, जोंस ने दी सलाह- नंबर 4 पर धोनी को करनी चाहिए बैटिंग #WorldCup2019 #England #India #ENGvIND",0,"World Cup 2019: India would like to give a knockout punch on England, Jones advised - Dhoni should bat at number 4 #WorldCup2019 #England #India #ENGvIND"
"#CWC19 #AUSvNZ विलियमसन ने न्यूजीलैंड से कहा, खुल कर खेले और सकारात्मक रहे.   @CricketAus @BLACKCAPS   https://www.wahcricket.com/news/world-cup-2019-kane-williamson-reaction-after-lost-against-australia-138660 …",0,#CWC19 #AUSvNZ Williamson told New Zealand to play openly and be positive.   @CricketAus @BLACKCAPS https://www.wahcricket.com/news/world-cup-2019-kane-williamson-reaction-after-lost-against-australia-138660…
"दिल्ली: बीजेपी ने शुरू की विधानसभा चुनाव की तैयारी, जे पी नड्डा बोले- उपहास का विषय बन गई है AAP    #Delhi   https://abpnews.abplive.in/india-news/delhi-aap-has-become-a-laughing-stock-says-bjps-jp-nadda-at-party-meet-1156929 …",0,"Delhi: BJP started preparations for assembly elections, JP Nadda said - AAP has become a subject of ridicule #Delhi https://abpnews.abplive.in/india-news/delhi-aap-has-become-a-laughing-stock-says-bjps-jp-nadda-at-party-meet-1156929…"
"एक और मुस्लिम शख्स का मोब लिंचिंग,    झारखण्ड के खरसावां निवासी 'तबरेज अंसारी' उर्फ सोनू को चोरी के आरोप में भीङ द्वारा बुरी तरह पिटाई की गयी। भीङ ने उनका नाम पुछा और फिर जय श्री राम, जय हनुमान का नारा लगवाया भीङ जालिम की तरह पिटती रही। कल अस्पताल में उनकि मौत हो गई है।",0,"Mob lynching of another Muslim person, 'Tabrez Ansari' alias Sonu, resident of Kharsawan, Jharkhand, was beaten badly by the mob on the charges of theft. The crowd asked his name and then made him chant Jai Shri Ram, Jai Hanuman. The crowd kept beating him like a cruel person. He died in the hospital yesterday."
"100+ badhai, 100+ mujaffarpur k bachho k taraf se... #नीच #SaveBiharChildren #EncephalitisDeaths",0,"100+ badhai, 100+ mujaffarpur k bachho k taraf se... #low #SaveBiharChildren #EncephalitisDeaths"
#असली बात ये है कि #कुछ #कमीने #किस्म के #लोग #अपनी #बहन से ही #शादी करना चाह रहे थे जिन्हें #समाज के लोगो द्वारा समाज से #बहिष्कार कर दिया गया जिसके कारण भेनचोद #मुस्लिम बन गए उसके बाद से वे अपनी बहन को लगातार चोद रहे है साले    यही भारतीय #उपमहादीप के मुसलमानों की सचाई है,1,"#The real thing is that #some #bastard #people were #wanting to #marry their #sister only, who were #ostracized from the society by the people of the #society due to which they became #Muslims, after that they are fucking their sister continuously, this is the truth of the Muslims of the Indian #Subcontinent."
अरे प्रधानमंत्री जी अगर आपका मन इतना ही दुखी हुआ हैं और आपके ह्रदय में #गांधी जी के लिए जरा सा भी प्यार बचा है तो आप #प्रज्ञा_ठाकुर को पार्टी से बाहर क्यों नहीं करते ।    चुनाव में मुंह लटक गया लेकिन 'फेंकना' अभी नहीं भूलें    @BJP4India  @chitraaum  @AkhileshPSingh @Pawankhera,0,"Hey Prime Minister, if your heart is so sad and you have even a little love left for #Gandhiji in your heart, then why don't you throw #Pragya_Thakur out of the party.    Faced with defeat in elections but don't forget to 'throw' now @BJP4India @chitraaum @AkhileshPSingh @Pawankhera"
"बीजेपी के शहनवाजहुसैन मुख्तार अब्बास नकवी तबरेजखान पर हुए जुल्मों पर खामोश   इन दोनों से पूछो क्या तमाशा देख रहे हो जुल्म पर,,, @ziddy_zoya_",0,"BJP's Shahnawaz Hussain Mukhtar Abbas Naqvi is silent on the atrocities on Tabrez Khan. Ask these two, are you watching the spectacle of atrocities,,, @ziddy_zoya_"
बसपा अध्यक्ष मायावती 9 मंडलों के पार्टी पदाधिकारियों और कार्यकर्ताओं के साथ समीक्षा बैठक कर रही हैं  @abhishek6164,0,BSP President Mayawati is holding a review meeting with party officials and workers of 9 divisions @abhishek6164
हिंदू होके हिंदुत्व में विश्वास रखते तो शायद परिणाम बेहतर होते.. आप दूसरे धर्मों का सम्मान पूर्णतः और निश्चित तौर पर करें परंतु अपने धर्म की रक्षा पहले..!!आप एक नव ऊर्जावान और अच्छी सोंच वाले कल्याणकारी राजनेता बन कर उभरें..हार्दिक शुभकामनाएं ..!!,0,"Being a Hindu, if you had believed in Hindutva then perhaps the results would have been better.. You should respect other religions completely and definitely but protect your religion first.. May you emerge as a new energetic and good thinking welfare politician.. Hearty best wishes..!!"
"ये रहें #PlayAndWinOnZee के 19 जून के विजेता, आप भी खेलें और जीतें PAYTM कैश ईनाम, क्लिक करें - https://playandwingame.india.com/?src=Zeenews_home …",0,"Here are the winners of #PlayAndWinOnZee on 19th June, you too play and win PAYTM cash prize, click - https://playandwingame.india.com/?src=Zeenews_home…"
"छुट्टियां खत्म हुई तो बच्चो से पूछा,  'कौन कौन नानी के घर गया था '?  तो पता चला कि अब तो बच्चे  दादी के घर भी जाने लगे है !",0,"When the holidays were over, the children were asked, 'Who had gone to grandmother's house?'  Then we came to know that now the children have also started going to their grandmother's house!"
#Mumbai में भारी बारिश के बाद सड़कों पर घुटनों तक पानी भर गया है। सोमवार को स्कूली बच्चों और दफ्तर जाने वाले लोगों को परेशानी का सामना करना पड़ा। रेलवे ट्रैक पर पानी भरने से 13 ट्रेनों को रद्द कर दिया गया है। #MumbaiRainsLive #MumbaiRains,0,"After heavy rains in #Mumbai, roads are filled with knee-deep water. On Monday, school children and office going people faced problems. 13 trains have been canceled due to water logging on railway tracks. #MumbaiRainsLive #MumbaiRains"
"बिहार के बाद अब असम में चमकी बुखार का कहर, 28 बच्चों की मौत",0,"After Bihar, now fever havoc in Assam, 28 children died"
Aap ke Pass 308 MP hai Yaqenen Opposition ki Tadad Kam hai Magar Apke Pass Godse Ku Chahne wale aur Martry Hemant karkare Murdabad khene Wale hai : @asadowaisi,0,"You have 308 MPs, it is true that the number of opposition is less, but those who want God and martyr Hemant Karke are seeing the death toll: @asadowaisi"
चमकी बुखार के चलते बिहार में सियासी घमासान थम नहीं रहा है,0,Political conflict is not stopping in Bihar due to Chamki fever.
"#नवजीवन_बुलेटिन: जम्मू में खाई में गिरी बस, 35 की मौत और नोएडा में सेक्स रैकेट का भंडाफोड़, चार बड़ी खबरें  #navjivanbulletin",0,"#Navjivan_Bulletin: Bus fell into ditch in Jammu, 35 dead and sex racket busted in Noida, four big news #navjivanbulletin"
Dil toti-toti ho gaya...dil toti-toti ho gaya,0,The heart is becoming more and more...the heart is becoming more and more.
"भोसडीके  गांड चाटने वाले भक्त ऐसा कोन से कानून मे लिखा है भारत में रहने के लिए जय श्रीराम बोलना अनिवार्य है, तुम वही लोग हो जिनके हाथ मे लण्ड पकड़ा दिया ना तुम  लोग उसे आईस क्रीम समझ कर चाटने लगोगे, सच्चे पत्रकार  बनने की कोशिश कर वर्ना अपने आपसे घीन आने लगेगी",1,"Devotees who lick Bhosdi's ass, in which law is it written that it is mandatory to say Jai Shri Ram to live in India, you are the same people in whose hands you have given a penis, you will start licking it as if it is ice cream, try to become a true journalist, otherwise you will start feeling disgusted with yourself."
दिल्ली में 300 मुल्ले मंदिर तोड़ते है     ओर ये मुल्लो का पिछवाड़ा चाटने वाला केजरीवाल झारखंड के चोर मुल्ले को 5लाख देता है भड़वा,1,"300 Mullahs demolish temples in Delhi and Kejriwal, who licks the ass of these Mullahs, gives Rs 5 lakh to the thief Mullah of Jharkhand."
"#Balia से बीजेपी विधायक #SurendraSingh नेडॉक्टरों को ‘शैतान’ और पत्रकारों को ‘दलाल’ कहा है। सोमवार को डॉक्टर दिवस पर आयोजित कार्यक्रम में बोलते हुए विधायक ने कहा कि सरकारी डॉक्टर शैतान की तरह होते हैं, जो गरीबों की सेवा नहीं करते।",0,"BJP MLA from #Balia #SurendraSingh has called doctors 'devils' and journalists 'brokers'. Speaking at a program organized on Doctor's Day on Monday, the MLA said that government doctors are like devils, who do not serve the poor."
Apne Mobile pe ISLAMI post Pane Ke Liye WhatsApp ke Link pe click Karen  |,0,"To get Islamic post on your mobile, click on WhatsApp link."
अपनी तरह सबको गांडू समझता है क्या मादरचोद,1,What motherfucker thinks everyone like him is a bitch?
गया भेंनचोद .... घुसा बुमराह का बम गाँड़ मे,1,Gya bhenchod.... Bumrah's bomb entered his ass.
ज़ायरा का फिल्मी सफर 5 साल में तीन फिल्मों का ही है.   (@Iam_Hricha),0,Zaira's film journey consists of only three films in 5 years.   (@Iam_Hricha)
Baba ji ko ab jake chilam gaaja fuke sarkar nhi chala pa rhe h,0,"When Baba Ji shouted, the government did not run."
#CWC19 #INDvsBAN   #Bangladesh के खिलाफ #TeamIndia ने टॉस जीतकर लिया पहले बल्लेबाज़ी का फैसला.   @BCCI @BCBtigers   https://www.wahcricket.com/ ,0,#CWC19 #INDvsBAN #TeamIndia won the toss and decided to bat first against #Bangladesh.   @BCCI @BCBtigers https://www.wahcricket.com/
क्यूँ कि म.प्र. सरकार “केंद्र” सरकार को “अच्छी” नहीं लगती.,0,Because M.P. The “Central” government does not seem “good”.
चलो 2-3 खिलाड़ीयो के योगदान से ही भले हम सेमी-फाइनल में पहुँच गए है।    बुमराह-रोहित और कोहली न होते तो पता आज हम क्वालीफाई भी कर पाते कि नही।    उम्मीद करता हूँ कि बाकी के 8 खिलाड़ी भी अपना खेल दिखाए और देश को तीसरा वर्ल्ड कप दिलाए।    #INDvBAN,0,"Well, with the contribution of 2-3 players we have reached the semi-finals.    Had it not been for Bumrah-Rohit and Kohli, it is not known whether we would have been able to qualify today or not.    I hope that the remaining 8 players also show their performance and help the country win its third World Cup.    #INDvBAN"
देश में #Demonetization के बाद से #Corruption और गैरकानूनी गतिविधियों में बढ़ोत्तरी हुई है। #FinanceMinister निर्मला सीतारमण भी मानती हैं कि नोटबंदी के बाद गैरकानूनी गतिविधियों में बढ़ोत्तरी हुई है।,0,#Corruption and illegal activities have increased in the country since #Demonetization. #FinanceMinister Nirmala Sitharaman also believes that illegal activities have increased after demonetization.
"नुसरत जहाँ ने सलाम-अलैकुम से शुरूआत कर संसद में अपने धर्म का मान रखा, माँग में सिंदूर लगाकर पति के धर्म का मान रखा, जय हिंद बोल कर देश का, जय बांग्ला बोल कर प्रदेश का और वन्दे मातरम बोल कर राष्ट्रवादियों का दिल जीत लिया। पर तथाकथित धर्मनिरपेक्ष लोग बिल्कुल भी ख़ुश नहीं हैं।",0,"Nusrat Jahan respected her religion in the Parliament by starting with Salaam-Alaikum, respected her husband's religion by applying vermilion in the prayer, won the hearts of the nationalists by saying Jai Hind, of the country by saying Jai Bangla and of the state by saying Vande Mataram. But the so-called secular people are not happy at all."
अबे ये हिन्दू मुसलमान क्या होता है! राक्षस का कोई धर्म नहीं होता। मेरी नज़र में नामर्द तो हुकूमतें हैं फिर चाहे जिसकी भी हों।   24 घण्टे में ऐसे दरिन्दो को फाँसी पर टाँग देना चाहिए जिससे लोगों की रूह कांप उठे।     #JusticeForTwinkleSharma,0,"Hey, what is this Hindu Muslim? Demons have no religion. In my view, governments are impotent, no matter whose rule they are.   Such criminals should be hanged within 24 hours which will send shivers down the spines of the people.     #JusticeForTwinkleSharma"
दिल्ली में पार्किंग के झगड़े में मंदिर में उत्पात क्यों?  Live: http://bit.ly/at_liveTV  #Dangal @sardanaRohit के साथ,0,Why the riot in the temple due to parking dispute in Delhi?  Live: http://bit.ly/at_liveTV #Dangal with @sardanaRohit
मुंबई सबसे ज्यादा टैक्स भी दे और जान भी ?  मुंबई नहीं 'सिस्टम' डूब गया !    #MumbaiRains पर ट्वीट कीजिए     देखिए ताल ठोक के 4:55 PM बजे @ZeeNews पर @SachinArorra के साथ,0,Should Mumbai pay the highest tax and also life?  Not Mumbai but the 'system' has sunk!    Tweet #MumbaiRains Watch Taal Thok Ke at 4:55 PM on @ZeeNews with @SachinArorra
मादरचोद पत्रकार मुसलमान बोलने में शरमा रहा है...उपद्रवी तत्व बता रहा है कुत्ता,1,The motherfucking journalist is shy in speaking Muslim...the dog is telling the unruly elements.
मुश्किल में फंसे अनिल अंबानी को महाराष्ट्र सरकार ने दी राहत    कंपनी को मिला 7000 करोड़ रु का ऑर्डर  और BSNL-ONGC -JET को फूटी कौड़ी  #NewIndia,0,"Maharashtra government gave relief to troubled Anil Ambani, company got order worth Rs 7000 crore and BSNL-ONGC-JET got a penny #NewIndia"
बेटे की गुंडागर्दी पर सवाल पूछा तो न्यूज़ 24 के ऐंकर से बोले कैलाश विजयवर्गीय - “तुम्हारी औक़ात क्या है?”,0,"When asked a question on his son's hooliganism, Kailash Vijayvargiya said to the anchor of News 24 - ""What is your status?"""
कमेंटेट-: 'मैन ऑफ द मैच' में क्या लेंगे?    इमाद वसीम-: जी दो रोटी दे दीजिए बस,0,Comment: What will you take in 'Man of the Match'?    Imad Wasim: Just give me some bread.
"बाबा #अमरनाथ की जय!!!  आज से (1 जुलाई से ) प्रारंभ हो रहे अमरनाथ की पवित्र यात्रा पर जाने वाले  बाबा #बर्फानी के समस्त सेवको, श्रद्धालुओं, भक्तजनों को हृदय से नमन करता हूं और मंगलमय यात्रा की कामना करता हूं!  हर हर महादेव!!!",0,"Jai Baba #Amarnath!!!  I heartily salute all the servants, devotees and followers of Baba #Barfani going on the holy journey of Amarnath starting from today (1st July) and wish them a happy journey.  Everywhere Shiva!!!"
